2.843399999999999750e+02,1.220900000000000034e+02
2.902300000000000182e+02,1.271200000000000045e+02
2.946999999999999886e+02,1.337100000000000080e+02
3.002200000000000273e+02,1.397199999999999989e+02
3.042799999999999727e+02,1.466200000000000045e+02
3.084700000000000273e+02,1.536800000000000068e+02
3.114599999999999795e+02,1.607599999999999909e+02
3.136000000000000227e+02,1.690099999999999909e+02
3.149200000000000159e+02,1.777400000000000091e+02
3.175699999999999932e+02,1.852500000000000000e+02
3.179900000000000091e+02,1.944199999999999875e+02
3.178600000000000136e+02,2.039399999999999977e+02
3.184800000000000182e+02,2.129399999999999977e+02
3.168399999999999750e+02,2.240800000000000125e+02
3.144800000000000182e+02,2.348600000000000136e+02
3.106499999999999773e+02,2.476800000000000068e+02
3.062699999999999818e+02,2.599599999999999795e+02
3.019599999999999795e+02,2.715400000000000205e+02
2.959100000000000250e+02,2.838899999999999864e+02
2.897400000000000091e+02,2.955400000000000205e+02
2.815099999999999909e+02,3.091000000000000227e+02
2.721000000000000227e+02,3.235299999999999727e+02
2.632799999999999727e+02,3.360600000000000023e+02
2.545900000000000034e+02,3.484599999999999795e+02
2.450500000000000114e+02,3.595400000000000205e+02
2.361200000000000045e+02,3.694200000000000159e+02
2.266299999999999955e+02,3.787099999999999795e+02
2.160000000000000000e+02,3.887599999999999909e+02
2.068199999999999932e+02,3.966200000000000045e+02
1.981200000000000045e+02,4.039800000000000182e+02
1.885600000000000023e+02,4.109100000000000250e+02
1.791999999999999886e+02,4.168799999999999955e+02
1.705600000000000023e+02,4.222400000000000091e+02
1.621399999999999864e+02,4.268100000000000023e+02
1.530800000000000125e+02,4.302400000000000091e+02
1.448600000000000136e+02,4.330799999999999841e+02
1.375900000000000034e+02,4.351000000000000227e+02
1.302500000000000000e+02,4.357900000000000205e+02
1.230900000000000034e+02,4.358399999999999750e+02
1.158100000000000023e+02,4.351299999999999955e+02
1.102099999999999937e+02,4.336800000000000068e+02
1.043499999999999943e+02,4.325000000000000000e+02
9.825000000000000000e+01,4.312500000000000000e+02
9.398999999999999488e+01,4.277599999999999909e+02
8.862999999999999545e+01,4.243999999999999773e+02
8.445999999999999375e+01,4.208799999999999955e+02
8.001000000000000512e+01,4.168299999999999841e+02
7.628000000000000114e+01,4.114399999999999977e+02
7.215000000000000568e+01,4.068199999999999932e+02
6.881000000000000227e+01,4.020299999999999727e+02
6.545000000000000284e+01,3.967799999999999727e+02
6.250999999999999801e+01,3.908799999999999955e+02
5.961999999999999744e+01,3.847300000000000182e+02
5.714999999999999858e+01,3.784300000000000068e+02
5.461999999999999744e+01,3.721399999999999864e+02
5.242000000000000171e+01,3.661399999999999864e+02
5.038000000000000256e+01,3.601600000000000250e+02
4.834000000000000341e+01,3.538100000000000023e+02
4.640999999999999659e+01,3.476000000000000227e+02
4.464000000000000057e+01,3.412300000000000182e+02
4.321999999999999886e+01,3.340400000000000205e+02
4.175000000000000000e+01,3.276800000000000068e+02
4.070000000000000284e+01,3.211499999999999773e+02
3.934000000000000341e+01,3.147200000000000273e+02
3.840999999999999659e+01,3.080299999999999727e+02
3.746999999999999886e+01,3.016700000000000159e+02
3.685000000000000142e+01,2.956000000000000227e+02
3.589999999999999858e+01,2.892500000000000000e+02
3.525999999999999801e+01,2.830000000000000000e+02
3.439999999999999858e+01,2.766100000000000136e+02
3.342000000000000171e+01,2.709700000000000273e+02
3.264999999999999858e+01,2.653899999999999864e+02
3.245000000000000284e+01,2.589900000000000091e+02
3.187999999999999901e+01,2.535000000000000000e+02
3.146999999999999886e+01,2.481200000000000045e+02
3.117999999999999972e+01,2.425999999999999943e+02
3.057999999999999829e+01,2.375500000000000114e+02
3.035000000000000142e+01,2.325800000000000125e+02
3.058999999999999986e+01,2.267700000000000102e+02
3.075000000000000000e+01,2.219600000000000080e+02
3.057000000000000028e+01,2.176299999999999955e+02
3.030000000000000071e+01,2.121699999999999875e+02
3.010000000000000142e+01,2.077599999999999909e+02
3.014999999999999858e+01,2.029600000000000080e+02
3.012000000000000099e+01,1.989099999999999966e+02
3.014999999999999858e+01,1.946999999999999886e+02
3.032999999999999829e+01,1.898100000000000023e+02
3.033999999999999986e+01,1.854799999999999898e+02
3.053000000000000114e+01,1.815699999999999932e+02
3.078999999999999915e+01,1.775699999999999932e+02
3.101999999999999957e+01,1.738700000000000045e+02
3.121000000000000085e+01,1.700800000000000125e+02
3.117999999999999972e+01,1.665800000000000125e+02
3.144999999999999929e+01,1.632400000000000091e+02
3.148999999999999844e+01,1.598899999999999864e+02
3.225000000000000000e+01,1.560500000000000114e+02
3.284000000000000341e+01,1.525200000000000102e+02
3.331000000000000227e+01,1.492700000000000102e+02
3.363000000000000256e+01,1.457400000000000091e+02
3.389999999999999858e+01,1.428799999999999955e+02
3.442000000000000171e+01,1.395099999999999909e+02
3.470000000000000284e+01,1.366100000000000136e+02
3.531000000000000227e+01,1.336299999999999955e+02
3.567000000000000171e+01,1.307800000000000011e+02
3.585000000000000142e+01,1.279399999999999977e+02
3.628999999999999915e+01,1.255600000000000023e+02
3.686999999999999744e+01,1.232900000000000063e+02
3.750999999999999801e+01,1.209000000000000057e+02
3.821000000000000085e+01,1.185999999999999943e+02
3.859000000000000341e+01,1.165199999999999960e+02
3.949000000000000199e+01,1.144399999999999977e+02
4.050999999999999801e+01,1.122000000000000028e+02
4.139999999999999858e+01,1.100900000000000034e+02
4.203999999999999915e+01,1.076500000000000057e+02
4.315999999999999659e+01,1.053400000000000034e+02
4.425000000000000000e+01,1.032500000000000000e+02
4.550999999999999801e+01,1.014899999999999949e+02
4.660999999999999943e+01,9.970000000000000284e+01
4.782000000000000028e+01,9.793999999999999773e+01
4.842000000000000171e+01,9.664000000000000057e+01
4.979999999999999716e+01,9.482999999999999829e+01
5.097999999999999687e+01,9.367000000000000171e+01
5.215999999999999659e+01,9.204000000000000625e+01
5.342000000000000171e+01,9.060999999999999943e+01
5.489000000000000057e+01,8.901000000000000512e+01
5.634000000000000341e+01,8.767000000000000171e+01
5.782000000000000028e+01,8.609999999999999432e+01
5.920000000000000284e+01,8.493000000000000682e+01
6.103999999999999915e+01,8.384999999999999432e+01
6.278999999999999915e+01,8.268000000000000682e+01
6.453000000000000114e+01,8.189000000000000057e+01
6.615999999999999659e+01,8.078000000000000114e+01
6.781000000000000227e+01,8.009999999999999432e+01
6.957999999999999829e+01,7.942000000000000171e+01
7.162999999999999545e+01,7.860999999999999943e+01
7.356000000000000227e+01,7.765000000000000568e+01
7.556999999999999318e+01,7.670000000000000284e+01
7.782999999999999829e+01,7.598999999999999488e+01
7.996999999999999886e+01,7.551999999999999602e+01
8.265999999999999659e+01,7.501000000000000512e+01
8.520000000000000284e+01,7.429999999999999716e+01
8.842000000000000171e+01,7.365000000000000568e+01
9.081000000000000227e+01,7.323999999999999488e+01
9.343000000000000682e+01,7.276000000000000512e+01
9.653000000000000114e+01,7.256000000000000227e+01
9.946999999999999886e+01,7.204999999999999716e+01
1.022199999999999989e+02,7.187999999999999545e+01
1.059300000000000068e+02,7.179999999999999716e+01
1.092000000000000028e+02,7.167000000000000171e+01
1.128400000000000034e+02,7.175000000000000000e+01
1.166200000000000045e+02,7.198000000000000398e+01
1.199800000000000040e+02,7.195999999999999375e+01
1.243100000000000023e+02,7.237999999999999545e+01
1.277900000000000063e+02,7.278000000000000114e+01
